codigo,placa,linha,latitude,longitude,dataHora,velocidade,id_migracao_trajeto,sentido,trajeto,hodometro,direcao,datahora
10306,KQP6773,19,-22.919442,-43.607595,2023-05-08 18:25:33,0.0,,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],13633.6,,
12702,KXB8152,25,-22.919625,-43.608713,2023-07-04 23:11:48,0.0,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],27817.4,,
12703,LSM8771,10,-22.919891,-43.607869,2023-06-22 11:01:22,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],30854.4,,
12704,LSM8778,20,-22.920368,-43.607281,2023-06-08 07:00:34,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],21199.9,,
12705,,18,-23.006824,-43.31256,2023-07-21 13:06:31,0.0,,volta,18 - JARDIM OCEÂNICO X RECREIO SHOPPING (EXPRESSO) [VOLTA],28513.0,,
12706,KXB8938,10,-22.920521,-43.607432,2023-03-31 08:02:04,0.0,,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),4060.2,,
12707,LMI8079,12,-22.919866,-43.607431,2023-05-20 05:02:01,0.0,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],4853.2,,
12710,KRO9724,10,-22.943986,-43.660865,2023-07-21 13:58:16,53.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],37178.3,140.0,
12711,LSO1629,10,-22.919951,-43.607173,2023-03-15 15:36:35,0.0,,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),4511.1,,
12712,LSN8501,10,-23.002719,-43.366248,2023-07-21 13:21:49,0.0,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],29603.1,,
12713,,25,-22.920501,-43.607116,2023-07-21 13:58:34,0.0,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],34383.0,,
12714,KXC7431,0,-22.919564,-43.607593,2023-07-21 13:01:09,0.0,,,,39737.7,,
12715,,12,-23.001849,-43.36589,2023-07-21 13:44:19,0.0,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],40977.1,,
12716,,10,-23.015624,-43.471133,2023-07-21 13:58:25,18.5,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],44124.5,74.0,
12718,KRP5933,12,-22.920426,-43.607335,2023-06-06 14:12:44,0.0,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],18261.1,,
12720,KXD9430,0,-22.920685,-43.607723,2023-07-21 13:07:38,0.0,,,,19869.4,,
12721,KXW7973,10,-22.920054,-43.607777,2023-03-17 17:00:19,0.0,,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),986.6,,
12724,LMJ1118,20,-22.920948,-43.608272,2023-07-21 13:52:49,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],9610.0,,
12725,LMJ1327,12,-23.000943,-43.3649,2023-07-21 13:58:30,0.0,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],37941.0,279.0,
12726,KXD8483,18,-22.920422,-43.607046,2023-07-21 13:02:24,0.0,,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],17942.3,,
12728,,10,-22.91693,-43.68351,2023-07-21 13:58:30,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],41231.3,,
12730,LSO8993,0,-22.920785,-43.607846,2023-07-21 13:58:24,0.0,,,,8370.5,,
12731,,0,-23.0018,-43.366325,2023-07-21 13:58:06,0.0,,,,38600.5,,
12732,,0,-23.001793,-43.364512,2023-07-21 13:58:25,0.0,,,,24317.5,,
12733,KRQ4900,0,-22.919852,-43.60841,2023-07-21 13:00:48,0.0,,,,18657.0,,
12734,LSP8673,0,-22.920204,-43.607774,2023-07-21 13:58:21,0.0,,,,16172.9,,
12736,LMJ4504,20,-22.920649,-43.607656,2023-07-21 13:47:46,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],15483.0,,
12737,KXO9461,18,-22.920542,-43.607195,2023-03-07 09:55:21,0.0,,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],4377.2,,
12738,KRR2404,10,-23.000634,-43.364787,2023-07-21 12:51:14,0.0,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],36017.6,,
12739,LMJ4F12,12,-23.001037,-43.367656,2023-07-21 10:27:35,22.5,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],22501.5,269.0,
13401,KQO7822,12,-23.001764,-43.366327,2023-07-21 13:36:55,0.0,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],51992.9,,
13402,LTL5480,12,-23.002769,-43.36604,2023-07-21 13:13:39,0.0,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],41570.2,,
13403,LTF5447,10,-22.916001,-43.683909,2023-07-21 13:58:37,13.2,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],51580.9,306.0,
13404,KQO7823,12,-22.966263,-43.645175,2023-07-21 13:58:26,0.0,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],54335.0,,
13406,LRG6479,18,-22.919869,-43.607222,2023-02-25 07:45:52,0.0,,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],1118.8,,
13407,KPY9732,0,-22.985066,-43.60728,2023-07-21 13:56:31,0.0,,,,43711.8,300.0,
13409,KPY9733,10,-22.915786,-43.628365,2023-04-26 21:10:13,0.0,,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),22420.5,,
13412,KPY9734,18,-22.920113,-43.608099,2023-07-21 12:58:57,0.0,,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],44589.7,,
13413,KWI9711,25,-23.015279,-43.4706,2023-07-21 13:53:50,8.8,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],42525.3,254.0,
13414,KPY9731,25,-22.919539,-43.607846,2023-06-16 00:31:58,0.0,,ida,25 -  MATO ALTO X ALVORADA (PARAD0R) [IDA],8259.2,,
13415,KQK7905,0,-23.001724,-43.366294,2023-07-21 13:07:33,0.0,,,,43848.0,,
13419,LTV5426,25,-23.002294,-43.365561,2023-07-21 13:16:14,0.0,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],42003.7,,
13420,KWI9708,25,-22.997777,-43.589534,2023-07-21 13:35:57,59.0,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],46272.6,284.0,
13421,KWO8119,12,-22.91633,-43.607206,2023-07-21 13:58:29,0.0,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],13453.1,92.0,
13422,LSI5978,0,-23.001853,-43.366514,2023-07-21 12:08:31,0.0,,,,38713.9,,
13423,LSI5976,25,-23.019351,-43.505395,2023-07-21 13:58:32,60.4,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],40250.3,107.0,
13424,KRL4069,11,-22.920191,-43.607648,2023-07-21 13:35:09,0.0,,ida,11 - SANTA CRUZ X ALVORADA (PARADOR),2303.9,,
13425,KRL4070,25,-23.002283,-43.421606,2023-07-21 13:57:28,52.1,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],1201.6,250.0,
13427,KXE7711,12,-22.920381,-43.607214,2023-07-21 13:45:46,0.0,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],51685.7,,
13428,KXE7712,10,-22.91784,-43.68438,2023-07-21 13:57:18,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],56147.7,,
27174,KQP5437,0,-23.017378,-43.478034,2023-07-21 13:58:30,0.0,,,,18288.4,,
27176,LRK9563,0,-22.920576,-43.608152,2023-07-21 12:37:00,0.0,,,,12944.5,,
27205,LSL9114,18,-22.919765,-43.608465,2023-07-02 02:02:01,0.0,,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],4823.1,,
27209,LSL9B07,12,-22.966507,-43.643631,2023-07-21 13:29:25,45.9,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],8891.1,288.0,
30502,LQT9173,19,-22.919615,-43.608327,2023-05-27 22:05:53,0.0,,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],21983.5,,
30504,,25,-23.002917,-43.366022,2023-07-21 13:38:59,0.0,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],52939.7,,
30506,LRC6583,18,-22.919917,-43.607602,2023-03-03 16:38:13,0.0,,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],2161.9,,
30509,KYM4574,25,-23.00186,-43.36586,2023-07-21 13:30:46,0.0,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],51389.3,,
30511,KPV2250,10,-22.936759,-43.666891,2023-07-21 13:58:23,24.2,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],47790.7,1.0,
30514,KYL8595,18,-23.006937,-43.31278,2023-07-21 13:15:21,0.0,,volta,18 - JARDIM OCEÂNICO X RECREIO SHOPPING (EXPRESSO) [VOLTA],36713.3,,
30518,KYL8597,25,-23.001955,-43.364766,2023-07-21 13:02:37,0.0,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],35746.9,,
30519,LRE9804,10,-23.00394,-43.564459,2023-07-21 13:58:32,59.7,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],49659.9,104.0,
30521,LRC6594,12,-23.015376,-43.521786,2023-07-21 13:57:38,43.2,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],33229.199,271.0,
30522,LRE9805,12,-22.9203,-43.607183,2023-04-18 09:39:03,0.0,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],17983.8,,
30524,LRC6601,25,-23.000661,-43.368335,2023-07-21 10:56:00,22.1,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],27707.9,286.0,
30525,LRC6596,25,-23.00037,-43.397167,2023-07-21 13:58:37,0.0,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],52465.1,86.0,
30531,LRC6592,10,-22.923515,-43.679314,2023-07-21 13:58:15,22.8,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],38627.7,176.0,
30532,KYL8599,10,-23.001903,-43.365581,2023-07-21 12:28:08,0.0,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],39952.0,,
30533,KWO8120,12,-22.99884,-43.58504,2023-07-21 13:58:30,59.9,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],50958.5,284.0,
30536,KXE7721,10,-22.920297,-43.60846,2023-06-03 18:26:10,0.0,,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),13477.3,,
30537,KXE7720,25,-23.00651,-43.552583,2023-07-21 13:58:20,44.0,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],50472.3,286.0,
30538,KXE7719,0,-23.002671,-43.365853,2023-07-21 12:37:38,0.0,,,,54262.2,70.0,
30542,KXE7717,10,-23.003043,-43.567094,2023-07-21 13:58:27,60.3,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],51138.8,283.0,
44705,,0,-22.919442,-43.607471,2023-07-21 13:01:00,0.0,,,,12732.1,,
44706,LRG8855,10,-23.001623,-43.364417,2023-07-21 13:34:40,0.0,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],20780.1,,
44717,KWW8818,18,-22.919874,-43.607744,2023-06-06 00:02:47,0.0,,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],8226.799,,
44731,,0,-22.920193,-43.607418,2023-03-08 06:32:40,0.0,,,,2058.1,,
44732,LSG9592,0,-23.001828,-43.365297,2023-07-21 12:23:28,0.0,,,,36532.6,,
47004,KQK7904,25,-23.012241,-43.457641,2023-07-21 13:58:19,20.8,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],47651.5,74.0,
47005,LSV5862,0,-22.920478,-43.608272,2023-07-21 13:36:16,0.0,,,,42896.4,,
47006,KWZ8630,12,-22.965905,-43.64775,2023-07-21 13:56:52,21.4,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],48974.2,154.0,
47007,LSP6018,18,-23.006676,-43.313294,2023-07-21 13:42:03,0.0,,volta,18 - JARDIM OCEÂNICO X RECREIO SHOPPING (EXPRESSO) [VOLTA],41130.2,,
47008,KPY9735,10,-22.920562,-43.608147,2023-06-13 08:00:39,0.0,,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),42835.5,,
47009,KPZ8430,10,-23.002208,-43.366933,2023-07-21 12:59:11,0.0,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],52321.9,,
47010,KPZ8363,25,-22.920751,-43.607801,2023-07-21 13:31:21,0.0,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],41619.1,43.0,
47011,LRH8889,12,-23.01337,-43.463044,2023-07-21 13:58:19,0.0,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],37884.8,256.0,
47012,KPZ8364,10,-23.00792,-43.54232,2023-07-21 13:57:33,32.7,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],52814.7,293.0,
47014,KZI4452,10,-23.00054,-43.386422,2023-07-21 13:58:24,59.6,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],36467.3,89.0,
47015,LRH8891,10,-22.919456,-43.607191,2023-04-18 17:25:44,0.0,,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),12489.7,,
47017,LRS2841,25,-23.000931,-43.367419,2023-07-21 13:58:20,0.0,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],45980.2,311.0,
47018,LRS2843,0,-22.965285,-43.391417,2023-07-21 13:52:32,0.0,,,,31440.9,,
47019,KWZ8629,10,-22.920196,-43.607486,2023-07-21 13:07:00,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],37053.4,,
47021,KRM7686,20,-22.919605,-43.607079,2023-06-11 16:52:40,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],24792.3,,
47022,KRM7701,12,-22.99984,-43.407398,2023-07-21 13:58:26,40.9,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],10687.3,271.0,
47024,KYS6559,12,-23.018884,-43.483776,2023-07-21 13:58:25,53.3,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],27746.0,75.0,
47025,KXE8652,13,-22.919881,-43.607336,2023-07-07 14:18:49,0.0,,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],38341.5,,
47026,KYA7928,20,-22.920119,-43.607528,2023-07-21 13:30:27,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],32079.3,,
47027,KRR2119,20,-22.934878,-43.668038,2023-07-18 18:10:03,49.2,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],1004.1,310.0,
47029,LSQ5267,10,-23.001002,-43.365053,2023-07-21 13:43:29,21.6,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],55528.0,272.0,
47030,LSQ5263,25,-22.993143,-43.597323,2023-07-21 13:58:32,0.0,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],52555.2,316.0,
47031,KYW5240,25,-23.001076,-43.365188,2023-07-21 13:58:10,35.6,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],49384.6,271.0,
47032,KXE8654,25,-23.01589,-43.519666,2023-06-12 23:42:32,59.6,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],23120.5,,
50301,KPP5B70,0,-23.002612,-43.365624,2023-07-21 13:35:14,0.0,,,,3275.2,,
50302,LSB7J03,11,-22.920147,-43.607163,2023-03-11 10:01:59,0.0,,ida,11 - SANTA CRUZ X ALVORADA (PARADOR),2822.8,,
50305,,0,-22.919864,-43.60795,2023-06-25 12:02:37,0.0,,,,10004.8,,
50309,KPN6B05,13,-23.00182,-43.365732,2023-07-21 13:56:24,0.0,,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],19068.3,,
86802,KQK8699,13,-23.002781,-43.365772,2023-07-21 10:24:26,0.0,,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],10536.4,,
86809,LQH9072,10,-23.001813,-43.36578,2023-07-21 12:15:41,0.0,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],6963.1,,
86835,,0,-23.002381,-43.365199,2023-07-21 13:14:07,0.0,,,,12307.3,,
86840,KOS9769,13,-22.919551,-43.607877,2023-04-21 02:01:35,0.0,,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],778.8,,
86850,,14,-23.008182,-43.442758,2023-05-03 09:22:53,0.0,,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA,7855.3,,
86851,KQO8674,29,-23.001823,-43.36538,2023-07-21 13:34:33,0.0,,volta,29 - ALVORADA X S. ALLENDE (PARADOR) [VOLTA],12217.2,,
86859,KWJ9250,12,-23.00814,-43.441695,2023-07-21 13:58:19,20.0,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],17569.9,75.0,
86870,LSC9364,0,-22.919956,-43.608281,2023-07-21 13:26:54,0.0,,,,3175.1,,
86872,LSH7386,10,-23.001045,-43.368038,2023-07-21 13:45:13,0.0,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],21174.5,,
86874,KQB4102,18,-23.001852,-43.366086,2023-07-21 13:58:21,0.0,,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],511662.9,,
86875,KQB4103,13,-22.920279,-43.607978,2023-07-21 13:28:38,0.0,,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],11600.8,,
86878,LSZ6142,0,-22.920668,-43.608121,2023-07-06 17:04:14,0.0,,,,23732.5,,
86884,LSP9604,18,-23.006807,-43.313035,2023-07-21 13:33:00,0.0,,volta,18 - JARDIM OCEÂNICO X RECREIO SHOPPING (EXPRESSO) [VOLTA],14488.3,,
86885,LTB5540,29,-23.001859,-43.365268,2023-07-21 13:58:24,0.0,,volta,29 - ALVORADA X S. ALLENDE (PARADOR) [VOLTA],514205.5,,
86886,LTB5541,29,-23.002088,-43.36551,2023-07-21 11:58:50,0.0,,volta,29 - ALVORADA X S. ALLENDE (PARADOR) [VOLTA],12785.1,,
86887,KRQ6875,12,-23.000903,-43.364393,2023-07-21 12:48:00,12.1,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],18485.0,245.0,
86889,KRQ6878,0,-22.920574,-43.607769,2023-07-21 13:58:31,0.0,,,,514108.1,,
90001,KPZ5E15,12,-23.002565,-43.365537,2023-07-21 12:29:47,26.4,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],42607.0,45.0,
90002,LMB2D92,10,-23.008422,-43.443347,2023-07-21 13:58:33,0.0,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],53666.4,258.0,
90003,KYN7F36,20,-22.918269,-43.607087,2023-07-21 13:32:55,0.1,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],16797.3,6.0,
90005,KWK6A89,12,-22.999624,-43.582635,2023-07-21 13:58:24,59.9,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],47897.4,105.0,
90006,LRH6D12,10,-23.000849,-43.365378,2023-07-21 13:53:13,0.0,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],27982.5,231.0,
901000,,22,-22.964601,-43.391854,2023-07-21 13:48:31,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],29658.2,,
901001,RJD7J89,22,-22.96432,-43.391768,2023-07-21 13:14:09,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],16606.9,,
901002,,22,-23.006645,-43.315805,2023-07-21 13:48:17,0.0,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],16542.3,,
901003,RKM8C54,22,-22.965054,-43.391144,2023-07-21 13:14:16,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],22704.7,,
901004,RJQ8J80,22,-23.000936,-43.367642,2023-07-21 09:52:52,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],20564.7,130.0,
901005,RJB8E53,22,-23.000841,-43.366678,2023-07-21 13:55:51,20.5,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],20845.9,37.0,
901006,RJA9F56,22,-23.001121,-43.329871,2023-07-21 13:58:30,46.7,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],18721.8,105.0,
901007,,22,-23.003953,-43.32223,2023-07-21 13:58:26,13.7,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],20970.3,293.0,
901008,,22,-22.999968,-43.353138,2023-07-21 13:58:02,25.7,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],21867.4,269.0,
901009,,22,-23.000902,-43.365044,2023-07-21 12:57:54,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],20002.4,,
901010,RJM8G30,22,-23.000938,-43.367641,2023-07-21 13:06:47,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],22170.8,,
901011,RIV8A74,22,-23.000927,-43.367564,2023-07-21 12:53:29,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],22596.7,,
901012,,22,-23.000865,-43.367298,2023-07-21 12:35:59,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],20769.0,,
901013,,22,-23.000333,-43.337653,2023-07-21 13:58:24,37.5,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],30563.4,272.0,
901014,,22,-23.006753,-43.312576,2023-07-21 13:58:31,23.7,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],34790.7,95.0,
901015,,51,-23.008458,-43.439888,2023-07-21 13:58:26,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],12663.9,,
901016,,22,-23.000201,-43.346267,2023-07-21 13:58:25,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],36488.7,92.0,
901017,,22,-23.006683,-43.313607,2023-07-21 09:00:24,0.0,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],24660.1,98.0,
901018,,22,-23.001074,-43.365775,2023-07-21 13:39:21,16.6,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],2087.9,269.0,
901019,,22,-23.006795,-43.311631,2023-07-21 13:58:24,0.0,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],31187.3,24.0,
901020,,22,-23.006599,-43.314346,2023-07-21 09:20:44,0.0,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],25193.9,,
901021,,22,-23.000948,-43.364928,2023-07-21 13:42:41,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],16969.0,138.0,
901022,,22,-23.006459,-43.315938,2023-07-21 13:46:20,0.0,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],18063.3,,
901023,,51,-23.008597,-43.440268,2023-07-21 13:40:32,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],32547.0,,
901024,,22,-22.96514,-43.391867,2023-07-21 13:46:23,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],19926.6,159.0,
901025,,51,-23.008557,-43.440298,2023-07-21 13:57:34,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],39576.8,,
901026,,51,-22.866395,-43.409793,2023-07-21 13:58:29,59.4,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],31623.3,63.0,
901027,,51,-23.008563,-43.440302,2023-07-21 13:10:53,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],24844.7,,
901028,,22,-23.006536,-43.315249,2023-07-21 13:42:04,0.0,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],22892.4,,
901029,,41,-22.964778,-43.39215,2023-07-21 13:24:24,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],23818.1,,
901030,,22,-22.964503,-43.391927,2023-07-21 13:58:18,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],21309.7,,
901031,,35,-22.97631,-43.405422,2023-07-21 13:58:29,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],24213.4,181.0,
901032,,52,-22.964904,-43.391649,2023-07-21 13:22:18,0.0,,ida,52 - SENTIDO ALVORADA (PARADOR) [IDA],25277.4,67.0,
901033,,22,-22.964527,-43.392089,2023-07-21 13:33:35,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],25776.2,,
901034,,22,-23.006409,-43.313026,2023-07-21 13:58:24,0.0,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],26328.7,264.0,
901035,,31,-22.964597,-43.392056,2023-07-21 13:35:25,0.0,,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],25436.0,,
901036,,40,-22.965314,-43.391284,2023-07-21 13:39:27,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],22230.8,124.0,
901037,,40,-22.964776,-43.392129,2023-07-21 13:25:11,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],18902.7,,
901038,,22,-22.999892,-43.36008,2023-07-21 13:58:30,45.3,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],26446.6,271.0,
901039,,40,-23.001019,-43.366442,2023-07-21 13:14:59,0.0,,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],24114.8,,
901040,,41,-23.008179,-43.439773,2023-07-21 12:55:02,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],28730.6,,
901041,,40,-23.000959,-43.367214,2023-07-21 10:40:28,0.0,,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],24994.2,,
901042,,40,-23.000922,-43.367141,2023-07-21 12:36:14,0.0,,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],29075.0,,
901043,,22,-23.000623,-43.36447,2023-07-21 13:47:35,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],25117.4,196.0,
901044,,22,-23.00096,-43.367299,2023-07-21 13:10:19,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],28613.9,,
901045,,22,-23.000903,-43.365126,2023-07-21 13:28:05,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],31697.5,,
